V1,A.S. President,A.S. President,A.S. President,A.S. President,A.S. President,A.S. Internal VP,A.S. Internal VP,A.S. Internal VP,A.S. Internal VP,A.S. Internal VP,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. Student Advocate General,A.S. Student Advocate General,A.S. Student Advocate General,A.S. Student Advocate General,A.S. Student Advocate General,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Engineering,Collegiate Senator - Engineering,Collegiate Senator - Engineering,Collegiate Senator - Engineering,Collegiate Senator - CCS,Collegiate Senator - CCS,Collegiate Senator - CCS,Collegiate Senator - CCS,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. University Owned Off Campus,A.S. University Owned Off Campus,A.S. University Owned Off Campus,A.S. University Owned Off Campus,
R_87JTalOP2h4kpz7,1,3,"Odio interdum molestie sagittis molestie luctus lectus. Eu tempora ridiculus ullamcorper, mauris. Dapibus lectus, ante.",2,4,,,,,,4,2,"Lacus convallis a dapibus dolorem, vehicula mauris justo massa mauris per. Bibendum nunc laoreet.",3,1,,,,1,,2,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,
R_9MKtbopl32XyqGN,4,1,Ante diam sit mattis potenti natoque commodo vestibulum! Sodales accusamus tellus lectus eget.,3,2,,,,,,,1,Curabitur dictumst wisi montes dignissim? Aliquam? Urna primis id magna vivamus curabitur.,,2,2,3,"Mauris nec! Interdum, velit posuere. Purus! Per non duis. Aliquam? Dolorem gravida.",1,4,4,3,Magna amet ullamcorper suscipit eget montes tempor nunc volutpat! Commodo vivamus.,2,1,,,,,,,,,,,,3,2,"Rhoncus posuere et curabitur! Aliquam, tempus proin accumsan montes et ipsum.",1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
R_b9sfZ207ASQ3cSV,3,1,"Elementum atque diam leo sed enim, erat quis luctus vitae, lectus. Porttitor, primis malesuada proin.",2,4,,,,1,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_798k9Gl0VM2v4sB,4,3,Sapien pharetra dictumst! Culpa leo platea aliquet eget potenti. Blandit tortor dolor tempor.,1,2,4,2,Et! Platea vel leo viverra id iaculis placerat orci augue pharetra.,3,1,1,,,2,3,,,,,,,,,,1,1,,,3,4,2,,,,,,,,,,,,,,,5,,,,,,,,,,2,8,,,,7,,,,3,,,,1,,6,,4,Nec faucibus pellentesque risus nonummy lectus aliquet orci natoque euismod metus sem.,,,,,,,,,,,,,,
R_1FBhSWxoYU6ZKKh,2,3,Ridiculus per venenatis orci elementum! Eu lectus vulputate tempor rutrum.,1,4,3,2,"Eleifend dapibus pellentesque. In phasellus laoreet, vitae lorem odio dui! Lorem posuere pharetra.",4,1,,1,"Suspendisse imperdiet nunc temporibus. Pharetra augue, interdum elit, maecenas. Vel! Cursus est. Sodales.",,,3,,,2,1,,2,Duis vitae rhoncus. Culpa magnis! Vestibulum elementum mattis amet mi interdum.,,1,,,,,,,,,,,,,1,"Morbi at! Eu ultrices, urna praesent ridiculus interdum dolorem nunc ultrices accusamus temporibus sapien. Facilisis.",2,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cvWsUJNW9MI9F4h,1,2,Vehicula magna auctor auctor lorem? Rutrum non. Elementum duis aliquam fermentum magna aenean tellus non.,3,4,3,4,"Neque platea. Praesent curabitur natoque ridiculus cras rutrum, commodo arcu tincidunt etiam. Arcu.",1,2,3,2,Enim facilisis ac sodales tellus. Pharetra faucibus interdum montes a.,,1,1,,,,,4,2,"Scelerisque ab nibh elementum felis aliquet imperdiet. Aenean pellentesque risus vulputate, vulputate.",3,1,4,2,Culpa placerat. Volutpat fermentum temporibus erat mi est dolorem per quam felis sed.,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3eHDeTFFROdqCq1,4,2,Iaculis eu suscipit nec ultrices risus augue porta est nibh sapien.,3,1,4,1,"Turpis vivamus, est amet enim duis commodo? Tincidunt purus enim sem.",3,2,2,1,Leo temporibus fusce? Morbi ab? Nullam nonummy dolor venenatis nonummy neque! Convallis.,,3,1,,,2,3,,1,"Tempus maecenas donec, dui. Sodales tincidunt primis nonummy cursus. Erat.",2,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Vestibulum tempor, consequat arcu? Sapien duis ridiculus lectus. Porttitor? Donec. Magna.",,,,,2,,,,,,,
R_0PROmjV5M1GjCXr,2,4,Fusce rutrum imperdiet vulputate. Dui bibendum vehicula! Odio odio faucibus eu felis nunc.,3,1,1,2,Atque mi ante laoreet phasellus proin duis tortor. Dolorem auctor metus sit vehicula volutpat.,,,2,,,,1,,1,Molestie nunc dui malesuada magna! Non arcu massa sem justo suspendisse.,2,3,2,4,Imperdiet auctor integer egestas. Leo tortor quis. Facilisi fringilla velit interdum id? Dui.,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5dltHDtU3RAtVt3,4,2,Nec scelerisque laoreet! Temporibus tempus. Eu praesent luctus. Tempor? Ante vel volutpat suspendisse commodo.,3,1,,,,,1,1,2,Accusamus ante! Iaculis mi cras pretium sem amet justo platea sem.,3,4,,1,Risus euismod rhoncus lectus mauris diam? Sed lacus facilisis volutpat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Rutrum lorem pellentesque urna euismod? Mattis justo interdum curabitur ultricies.,1,,,,4,,3,,,,,
R_begZHXY2HAVGGWN,4,2,Lorem eu egestas pretium neque euismod sit imperdiet fusce dignissim.,3,1,4,3,Ut mattis montes sodales justo! Pharetra risus enim volutpat donec mattis.,2,1,1,2,Rutrum. Nullam consequat tempor mi quis egestas dui et eget euismod consequat ab commodo.,,,1,,,,,,,,,,,,,,,,,1,3,Vel dolor phasellus posuere tellus risus! Wisi dolor sodales duis tellus.,2,,,,,,5,7,,6,,9,,,2,,,,4,,,,,,,,,,1,,,,3,8,,,,,,,,,,,,,,,,,,,
R_bBM9Zl9WjY2xbEN,2,1,"Facilisis auctor aliquet aliquam? Culpa velit, venenatis neque eros amet? Etiam vestibulum. Eget sagittis.",4,3,,,,,,,,,,1,3,2,"Magnis ridiculus! Bibendum nullam justo laoreet venenatis. Bibendum, purus vivamus risus ultrices! Nibh.",,1,,,,2,1,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bJao1cs8hdpTved,2,4,"Consectetuer ab viverra convallis accumsan euismod vestibulum, vestibulum nec primis metus maecenas pharetra rutrum at.",1,3,,,,,,3,1,"Eleifend lectus! Gravida. Temporibus, lacus erat. Enim donec enim phasellus phasellus wisi.",2,4,,,,,,2,3,"Ac, commodo, dapibus tellus! Vitae cursus phasellus! Pellentesque dapibus elit? Ullamcorper.",1,4,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3eoMexFU8eS1rmd,1,2,Nibh tincidunt tempora tempus tempus! Aenean rhoncus cras sapien euismod sed.,4,3,1,2,Orci lectus vulputate. Temporibus tortor blandit laoreet faucibus aliquam. Dictumst arcu.,,3,2,,,,1,,1,"Lectus pharetra pharetra turpis massa, ante accumsan mattis vivamus lacus quam. Odio dolorem arcu enim.",,,3,2,Accusamus est aliquet eleifend? Erat dapibus non aliquet lorem. Arcu. Fringilla. Odio.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Commodo proin gravida tellus odio elementum enim rhoncus sapien sem! Culpa lorem.,1,,,4,5,2,,,,,,
R_a5g7Xn0NWLs6s9n,4,1,Ligula pretium tempor fermentum volutpat consequat euismod porta? Maecenas malesuada volutpat metus.,3,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,"Faucibus pellentesque posuere elit culpa ab fusce nulla elit. Tincidunt, vivamus nulla dui.",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
R_4SnCatTxUvX7HM1,3,2,Dapibus dapibus placerat? Aliquet iaculis vulputate? Vivamus ipsum nibh pellentesque primis.,4,1,,,,1,,1,,,,,,1,Aliquet ipsum. Lorem natoque venenatis ligula molestie tellus? Magna facilisis tincidunt? Laoreet tellus quis.,2,3,2,1,Leo lorem vitae fusce potenti blandit consectetuer cursus sapien natoque per auctor commodo eleifend sagittis.,,,,,,,,,,1,2,Tortor? Tellus volutpat bibendum mi imperdiet suscipit mi montes! Sollicitudin ligula.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,"Phasellus dapibus placerat, et vehicula facilisi, tellus vehicula mi commodo lorem sed nec egestas.",1,
R_4TP2UvGCKsPwsQJ,2,3,Ridiculus arcu ultricies proin egestas imperdiet velit vel rutrum nibh? Sollicitudin.,1,4,,,,1,,,1,Aliquam. Porta! Nonummy neque? Volutpat neque proin pretium quam montes bibendum natoque.,,2,3,4,In sollicitudin viverra in maecenas nulla vel? Temporibus etiam egestas! Sagittis vestibulum consectetuer nonummy.,1,2,,,,,1,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6tBYYj91w1swOXP,3,4,Suspendisse porta cras sem. Nibh aliquet! Tincidunt elementum quam tincidunt nulla diam arcu? Consequat.,1,2,1,,,3,2,,,,1,,2,,,1,,3,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6QkiPcVljID2Kvb,3,1,"Fermentum gravida massa neque, lacus montes pede proin vitae tincidunt.",2,4,,,,,,1,,,2,3,,1,Placerat turpis? Imperdiet facilisis accusamus blandit praesent eget dolorem a. Massa.,,2,,1,Elementum eget viverra faucibus. Proin morbi massa fermentum! Atque ipsum mauris gravida.,,,,,,,,,,1,3,Tincidunt elementum. Magnis wisi ultricies. Pede quam viverra. Aliquet. Fusce nulla tempor nulla temporibus maecenas.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_08KejiQ2we4FJmB,4,2,"Primis magna velit sem molestie. Vitae donec phasellus nonummy eros? Tortor eleifend. Sodales, nec.",3,1,3,,,2,1,1,,,,,1,2,Sagittis. Vulputate posuere ligula at tempor aliquet. Atque culpa luctus bibendum lacus.,,,,1,Culpa quis accusamus arcu mi vehicula accumsan nec! Nibh? Proin eget tincidunt cras sollicitudin imperdiet.,2,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_e4msRWt76gVi1dX,3,2,"Magna scelerisque morbi commodo. Turpis sed, platea praesent? Mattis posuere nunc cras blandit tempor.",4,1,,,,,,2,1,Montes morbi felis neque ab nullam. Bibendum tempor dignissim nec suscipit mauris laoreet.,,,1,3,"Ullamcorper egestas suspendisse sapien maecenas tempor! Ac, temporibus platea culpa interdum suspendisse! Dictumst potenti.",2,,,,,,1,,,,,,,,,1,"Purus facilisis. Diam eros, ridiculus. Justo dignissim aliquam non, rutrum convallis a suspendisse culpa ipsum.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,Phasellus. Tempor suspendisse mauris montes wisi etiam quam fermentum tincidunt. Bibendum dignissim laoreet quam.,1,
R_09a9c20Ljzukr3v,3,2,Cras neque urna elit culpa vestibulum fusce molestie vel vehicula! Molestie.,4,1,,,,1,2,2,1,"Vestibulum praesent. Imperdiet! Per accumsan elit wisi. Purus, phasellus est. Euismod, neque accusamus.",4,3,,,,,,,,,,,,,,,,,,2,3,At integer wisi lacus. Ligula sapien scelerisque sodales. Est pellentesque dolor aliquam magnis? Vel.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,"Facilisi, primis ligula vivamus orci rhoncus ligula posuere mi aliquam egestas? Proin.",1,
R_87gCclkTldD0537,4,3,Maecenas placerat aliquet tortor enim enim magna leo. Malesuada mattis.,1,2,,,,,,,,,1,,2,1,"Tempora purus fermentum culpa ligula tempora convallis platea fermentum at, placerat porta augue.",3,4,,,,,,,,,,,,,3,1,Vehicula dictumst natoque mattis? Gravida ullamcorper imperdiet aliquam nec? Dui leo placerat. Maecenas est.,2,,,,,,,,1,4,,,,,,,3,,,,,,5,,,,,,,,,,,,,,,2,Tincidunt vel eu. Purus ipsum. Consequat lacus. Ultrices rutrum eleifend? Mattis.,,,,,,,,,,,,,,
R_0HYc6vYaUGRkmDH,3,2,Lacus atque tortor iaculis temporibus lacus tincidunt ultrices nonummy purus quis faucibus dolor scelerisque.,1,4,,,,,,,1,Consectetuer ac atque venenatis nulla blandit odio dapibus mi primis enim.,,,,,,,,,3,"Auctor, dui nonummy vehicula porta ante morbi commodo purus rutrum dapibus ultrices.",2,1,,,,,,,,,,,,,2,Felis blandit risus. Volutpat! Praesent facilisis in tortor velit dictumst ligula euismod nonummy pretium dapibus.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_b7Sfg534v9atvHD,1,2,Magna scelerisque dignissim! Non? Metus! Dignissim ultrices commodo primis cursus.,4,3,,,,,,2,1,Per augue massa pretium fringilla pretium! Rhoncus! Eleifend malesuada lectus dignissim auctor. Elit.,3,4,2,3,"Ligula tempor mattis odio tellus vivamus at? Facilisi convallis ipsum tempus, vel.",,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
R_0llSvjpbptoIiEJ,3,2,"Egestas temporibus urna orci per eu dapibus lectus, cras fusce potenti.",4,1,2,1,"Fusce turpis auctor. Venenatis augue aliquam augue etiam, pede orci? Fermentum in. Porttitor convallis, accumsan.",,,1,3,"Ligula nullam odio a ullamcorper, mi augue est atque magnis fusce. In in.",,2,1,,,2,,,,,,1,,,,,,,,,,,,2,3,"Justo porttitor interdum! Accumsan lorem potenti volutpat? Fermentum cras placerat ligula arcu ac, faucibus.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ePvif1lxsJVH1WZ,1,2,Metus porttitor. Temporibus pretium! Leo metus fermentum nibh rutrum? Placerat fermentum dolorem vivamus maecenas scelerisque.,3,4,2,4,Massa vel posuere eu est sem ac ut egestas amet bibendum.,1,3,,,,,,1,4,Aenean. Montes velit. Facilisis nullam arcu lorem! Imperdiet donec tempora in consectetuer eget ultricies.,3,2,4,1,"Auctor vivamus ab pede ultrices ac scelerisque rhoncus dolorem, turpis.",2,3,,,,,,,,,,,,1,,,,1,,,,,,5,,7,,,,,,,,,,,2,,,,,,3,4,,,,,6,,,,,,,,,,,,,,,,
R_87EsR1unl6rpvoN,4,1,Dapibus justo facilisi non vitae sit sollicitudin! Ut elit tempus? Egestas. Consectetuer.,3,2,1,2,Sollicitudin tempus tempor! Lacus vel natoque nec iaculis consequat vestibulum potenti.,,,,1,"Fermentum erat accusamus? Ullamcorper nulla. Accumsan eleifend id euismod blandit commodo ridiculus, massa diam posuere.",,2,1,2,"Praesent venenatis, aenean mattis non eleifend nibh lacus fringilla. Luctus.",3,,,,,1,,,,,1,,2,3,,,,,,,,,,,,,1,4,,,,3,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
R_1IjyielvY4zfc69,3,2,Ac montes malesuada. Porta! Donec quis vitae ac potenti suspendisse elementum.,4,1,,,,1,,,2,"Ab ipsum accusamus pharetra, primis? Vehicula wisi aliquet. Quis egestas non molestie est mi. Risus.",1,,,,,,,,,,,,,,,,,,,,,,,3,2,Suspendisse! Suscipit urna id dapibus consequat temporibus ante! Nulla curabitur.,1,,6,,1,,,2,,,4,,7,,,,,,,,,,,5,,8,,,,,,3,,,,,,,,,,,,,,,,,
R_1YyFCcnsOs1yqZT,3,4,"Est at sem eros ridiculus risus per turpis, molestie velit suspendisse eu.",2,1,,1,Temporibus mi? Nullam morbi rhoncus at wisi eros fringilla aliquam.,,2,,,,,,1,3,"Sed convallis iaculis, metus accusamus lacus quam lectus platea placerat elit est? Enim dolorem.",2,4,2,3,"Faucibus ultricies faucibus fermentum justo proin, cursus bibendum. Fringilla dignissim lorem ultrices arcu.",4,1,,,,,,,,,,,,2,3,Lorem vitae viverra sem platea augue imperdiet morbi per consequat.,1,11,,,5,,,7,,8,,3,,,,,1,,,,,,,,2,6,,4,,,10,,9,,,,,,,,,,,,,,,,
R_eevUhRpLnNVFOC1,3,2,Eleifend! Curabitur. Leo? Montes vel volutpat nec ridiculus? Natoque enim accusamus justo facilisis.,4,1,,,,,,,,,,1,1,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,Consequat posuere id eros molestie diam nulla tincidunt arcu ac venenatis viverra dapibus viverra enim.,,
R_cMjgUz2fYBAlo2h,4,1,A velit posuere ullamcorper? Est pede ante aliquet? Duis rhoncus a duis.,3,2,2,1,Suspendisse consectetuer quam accusamus faucibus integer magna! Montes vivamus id.,,3,,,,2,1,3,,,2,1,3,1,"Tempor fermentum rutrum, sed quis. Fringilla consequat aenean eget blandit velit iaculis temporibus.",4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_a91M54YqySZMVmt,3,2,Viverra facilisi venenatis nunc dictumst nunc erat montes sollicitudin dictumst tempora.,1,4,,2,"Massa egestas sollicitudin primis risus. Donec donec malesuada potenti gravida interdum? Nulla, tempus duis.",1,,2,1,Ultricies enim praesent? Vehicula facilisi? Sit faucibus facilisis volutpat dolorem metus leo! Accusamus metus.,,3,1,,,,,,1,Nibh imperdiet pretium? Platea eros ut mauris! Aenean erat rhoncus.,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,"Dolorem sed justo interdum enim! Vitae diam sapien, et faucibus amet nec ultricies. Arcu. Felis.",3,
R_cGVlV8p7UcuMBa5,4,1,"Imperdiet lacus potenti platea, ullamcorper sollicitudin consequat risus, suspendisse? Blandit lorem donec ridiculus.",3,2,3,4,Pede proin accusamus metus est. Eget? A eros faucibus venenatis.,2,1,1,,,,,2,,,1,3,1,4,Suspendisse? Curabitur. Porttitor euismod amet ultricies natoque. In velit eleifend metus facilisis ab sapien gravida.,2,3,,,,,,,,,,,1,,,,,3,,,,,,,,,,,7,2,,1,,,,,4,,,6,,,,5,8,,,,,,,,,,,,,,,,,,,,
R_bEqzW4I9HOTvU0d,2,4,Pretium mattis per consequat pretium enim risus quam fusce nonummy pretium. Eros.,3,1,1,3,"Aliquam nonummy tempor, magnis, sed in? Culpa maecenas vitae leo.",2,,,1,"Primis vestibulum purus eu rhoncus, diam lectus lectus. Massa et. Culpa. Nullam neque. Est.",,,,,,,,3,2,"Amet. Eget nullam dui commodo pretium sodales, tortor cursus sed sodales! Consectetuer interdum proin.",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
R_0ong2SCx7ptatSZ,1,4,Interdum gravida sem quam pretium duis orci? Gravida arcu? Nec at natoque vulputate.,2,3,,,,1,,,,,1,2,,,,,,1,2,Tincidunt? Malesuada justo tempor velit aliquet potenti laoreet faucibus imperdiet? Magnis.,3,,,2,Temporibus euismod platea culpa? Wisi odio pede eu vehicula etiam imperdiet metus.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,
R_1Xi1gy5udaFYrpX,1,3,Luctus metus tempus? Leo duis. Molestie. Molestie viverra scelerisque scelerisque auctor commodo cras laoreet.,2,4,,,,2,1,,,,,,,2,"Nulla platea? Turpis wisi non gravida dui blandit sagittis ab blandit, magnis.",1,,2,,,1,3,,,,,,,,,,,,,,,,,5,,,,7,,,8,,1,11,,,10,2,3,4,,,,,,,,,,,9,,6,,,,,,,,,,,,,,,,,
R_8pHqpnkjtVvs8aF,1,4,"Cursus est auctor enim, ultrices. Vivamus commodo fusce. Ipsum lacus temporibus? In orci! Sapien cras.",2,3,,,,,,,,,,,1,,,,,2,1,Venenatis leo est ultricies! Nibh ridiculus? Odio eleifend nonummy suspendisse nonummy.,3,4,,,,,,,,,1,Nec accusamus erat accusamus fermentum nonummy lorem sollicitudin donec? Sollicitudin venenatis non.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,
R_4SHc1MzP4fPBpdP,1,3,"Dui tempor aenean etiam, euismod felis potenti tortor fermentum venenatis dolor.",2,4,1,,,2,,,,,1,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_d5VnmsaH3MwOqyh,4,1,Ante molestie sem dictumst neque facilisi placerat sed praesent aenean magna.,2,3,1,3,"Laoreet? Orci suscipit diam porta dapibus nulla mauris est! Atque, pretium, dictumst.",2,4,2,1,Luctus nullam! Laoreet ante ligula! Euismod potenti morbi wisi arcu! Sagittis fermentum sem mauris tellus.,,3,2,1,"Sem ab curabitur, maecenas elementum eget et eu ligula, sed, dapibus cursus? Mi neque phasellus.",,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Tincidunt. Elementum fusce interdum elementum vestibulum nulla velit cras dignissim dolor. Porta porta tincidunt gravida.,,4,,1,3,2,,,,,,
R_801jClb1ZeeVKDz,3,4,In! Fringilla natoque luctus. Quis sed et? Nonummy ab aliquet donec ac.,2,1,,2,Sem dictumst ridiculus facilisis diam risus praesent tempora pretium non.,1,,2,1,Tempora ab maecenas tortor duis purus aenean euismod odio magna laoreet. Lacus temporibus.,,,2,3,"Tempor eu at eros facilisis eleifend, est sit. Montes per.",4,1,2,,,,1,,,,,,,,,,,,,,,,,,,7,1,,,,,4,,,,8,,,,,6,2,,,,,,,,,,,3,,5,Tellus bibendum sed maecenas ipsum sit ac dolorem morbi tempora cras arcu morbi.,,,,,,,,,,,,,,
R_3rSu2OXApnIAVHn,3,1,Metus ridiculus venenatis! Velit atque lacus magnis ultricies montes. Odio nullam tempus consectetuer scelerisque leo.,2,4,,1,"Sem mattis dapibus praesent tortor, scelerisque bibendum nonummy dolor, arcu nec fringilla wisi sapien.",,,2,1,Tempus pharetra accusamus fermentum sodales? Ut fermentum dapibus arcu augue sed nec.,3,4,2,,,,1,3,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eg0y9NrASQVXFxb,3,4,Malesuada. Elementum. Nulla laoreet! Porttitor lectus platea. Sapien eleifend enim.,2,1,3,2,"Justo dictumst eros tempus lorem. Dignissim elementum. Maecenas primis, viverra sapien dictumst! Sed ridiculus.",4,1,2,1,"Orci placerat? Scelerisque vestibulum montes nullam, facilisi! Et? Mauris porta amet dolor nibh. Dignissim.",4,3,,,,,,,1,"Tempus. Maecenas, scelerisque id, a praesent accusamus ultrices aenean gravida? Sodales.",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
R_0eMpHZSTcuMr0TH,2,1,"Luctus eleifend sit consequat vehicula. Suspendisse etiam rhoncus volutpat egestas, neque sed malesuada, mauris vehicula.",3,4,2,,,1,3,,,,,,,1,Elit? Nibh dapibus lorem nec! Dui ridiculus viverra egestas cras. Orci pretium.,,2,2,3,"Magna consequat vitae, metus sollicitudin, sed in ab risus fermentum fringilla mi. Rhoncus, purus sed.",1,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
R_3Qa9bH88nahi5hP,1,2,Facilisis placerat elit aenean. Nulla ipsum lectus enim. Ante. Suscipit magna. Pellentesque eget.,4,3,,1,Rutrum felis et urna dolorem rhoncus urna! Cursus! Facilisi sapien.,,,1,,,,,,,,2,1,3,1,"Fusce, accumsan venenatis euismod. Ante dictumst? Fermentum, placerat. Luctus. Ullamcorper.",2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,
R_8IGSlxt5y31ihZX,1,3,Fusce nullam erat luctus tellus integer auctor massa donec fermentum dapibus? Primis. Dignissim.,4,2,,,,1,,2,1,"Vivamus, laoreet. Cursus etiam sagittis accumsan ligula dui justo faucibus vitae elementum lorem non.",3,4,,,,,,,,,,1,,,,,,,,,,,,,1,"Ab integer culpa sagittis scelerisque duis tincidunt sodales atque, montes.",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Per facilisi nec integer tempora bibendum ultricies ipsum euismod quam eros faucibus. In ut non.,3,
R_1zsod5QSQmaG873,2,4,Justo wisi ligula amet justo erat! Morbi dui suscipit egestas maecenas.,1,3,3,4,"Per posuere arcu, ante tempus posuere imperdiet. Montes nec curabitur sodales lorem eget bibendum eleifend.",1,2,,,,,,2,1,"Diam orci. Fusce justo arcu vehicula, curabitur est leo turpis rhoncus. Sed? Ultricies. Atque.",3,,,,,,,,1,Vel ullamcorper sollicitudin rhoncus dui faucibus ac ante montes proin atque lectus. Nulla sit. Per.,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,Neque euismod convallis nonummy etiam vel justo amet. Convallis nec vulputate? Sed urna.,2,
